"","PA1","PA2","F1","F2"
"1",-1.17576212437263,-1.47443861448617,2.0692640064155,1.96777509168565
"2",-0.222264682816964,1.05596615546423,3.02276144797116,4.49817986163605
"3",0.338477674491766,0.299014133995575,3.58350380527989,3.7412278401674
"4",0.237335363442934,0.652080885523955,3.48236149423106,4.09429459169578
"5",-0.897918091100721,0.121244955367177,2.34710803968741,3.563458661539
"6",-0.979837609231253,-2.08956008729374,2.26518852155687,1.35265361887808
"7",-1.15311918465675,1.12161297020324,2.09190694613137,4.56382667637507
"8",-1.3829340058469,0.527469019734325,1.86209212494123,3.96968272590615
"9",0.163794227306029,0.792274837252429,3.40882035809415,4.23448854342425
"10",0.287663754784391,0.485428407393738,3.53268988557252,3.92764211356556
"11",1.59702551141752,0.845504954429377,4.84205164220564,4.2877186606012
"12",1.73595601068142,0.107104117232133,4.98098214146955,3.54931782340396
"13",-0.598728893889242,1.11570196055744,2.64629723689888,4.55791566672926
"14",-1.03495560778993,0.32766036195108,2.21007052299819,3.76987406812291
"15",1.47087313251957,-0.688081907512683,4.71589926330769,2.75413179865914
"16",-0.550904739664009,0.00785533332244964,2.69412139112412,3.45006903949428
"17",-0.470905844411433,0.731443191295655,2.77412028637669,4.17365689746748
"18",-1.50804225238977,-0.307990785659213,1.73698387839835,3.13422292051261
"19",0.899391671243397,-0.273049723015818,4.14441780203152,3.16916398315601
"20",-1.01696652046698,-0.746544306295536,2.22805961032115,2.69566939987629
"21",1.21185637052831,0.88025725489487,4.45688250131644,4.3224709610667
"22",0.477856275601475,-0.54181324247146,3.7228824063896,2.90040046370037
"23",0.39404708460946,-0.586674652738115,3.63907321539759,2.85553905343371
"24",-0.963520692343851,1.18254650788267,2.28150543844427,4.6247602140545
"25",-0.98370536509197,-1.37161693705057,2.26132076569616,2.07059676912126
"26",0.770351136844917,-0.311575759903842,4.01537726763304,3.13063794626798
"27",-0.423868997691698,0.0128219913195727,2.82115713309643,3.4550356974914
"28",-1.20332761856622,1.41766578218845,2.0416985122219,4.85987948836027
"29",0.114203165215112,1.51222921693546,3.35922929600324,4.95444292310729
"30",1.21569808267628,0.237300105987539,4.46072421346441,3.67951381215936
"31",-0.726285952111244,-0.452561041823544,2.51874017867688,2.98965266434828
"32",1.39387374692016,1.16780672933858,4.63889987770829,4.61002043551041
"33",0.879210597090886,1.15570423205078,4.12423672787901,4.59791793822261
"34",0.570159541709303,-0.660014802035917,3.81518567249743,2.78219890413591
"35",0.606322740610585,-0.57715644537126,3.85134887139871,2.86505726080057
"36",-0.00350241642360699,-0.828956042604292,3.24152371436452,2.61325766356753
"37",-1.47583738505684,0.646787340846803,1.76918874573128,4.08900104701863
"38",1.10213959092072,0.86661146554934,4.34716572170885,4.30882517172116
"39",-0.0785615415917376,1.13948259140021,3.16646458919639,4.58169629757204
"40",-1.47552112666368,0.10069743861124,1.76950500412445,3.54291114478307
"41",-0.0702807045920527,1.43951428861583,3.17474542619607,4.88172799478765
"42",-1.21435754652892,-1.67417111224285,2.0306685842592,1.76804259392898
"43",0.907572477246818,0.871873651029251,4.15259860803494,4.31408735720108
"44",0.616456251614684,0.751298310236397,3.86148238240281,4.19351201640822
"45",0.997359909100169,1.84717411146816,4.2423860398883,5.28938781763998
"46",-0.0844492067454372,0.0550669216297786,3.16057692404269,3.4972806278016
"47",0.369292448919667,-0.0536836074048461,3.61431857970779,3.38853009876698
"48",0.486593896855959,1.40050541739035,3.73162002764409,4.84271912356218
"49",-1.0677078350853,-2.11542810760295,2.17731829570283,1.32678559856888
"50",0.434339509940759,-0.0308145893022088,3.67936564072888,3.41139911686962
"51",-0.27809727662665,1.21094050003947,2.96692885416148,4.65315420621129
"52",0.923768505825906,0.580936193789434,4.16879463661403,4.02314989996126
