FundingOrgName,ProjectReference,LeadROName,Department,ProjectCategory,PISurname,PIFirstName,PIOtherNames,PI ORCID iD,StudentSurname,StudentFirstName,StudentOtherNames,Student ORCID iD,Title,StartDate,EndDate,AwardPounds,ExpenditurePounds,Region,Status,Classifications 1,Classifications 2,Classifications 3,Classifications 4,Classifications 5,Other Classifications,GTRProjectUrl,ProjectId,FundingOrgId,LeadROId,PIId,duration,price
AHRC,AH/J004367/1,De Montfort University,School of Media and Communication,Research Grant,Brown,Stephen,NA,NA,NA,NA,NA,NA,FuzzyPhoto,2012-11-01,2014-11-30,313756,NA,NA,Closed,Artificial Intelligence,Information & Knowledge Mgmt,Photography HTP,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=AH/J004367/1,106018E1-64BF-4702-895B-12D326C3E905,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,DF259B19-FD17-4588-BFEF-AD08F1193451,1639EF16-4EBE-4E3B-91F5-CA8C88E917EA,759,413.3807641633729
AHRC,AH/T011114/1,The National Archives,Collection Care,Research Grant,Angelova,Lora,NA,http://orcid.org/0000-0003-2496-9310,NA,NA,NA,NA,Deep Discoveries,2020-02-01,2021-07-31,201229,NA,NA,Active,Archives,Artificial Intelligence,Conservation Of Art & Textiles,Heritage Management,Image & Vision Computing,NA,https://gtr.ukri.org:443/projects?ref=AH/T011114/1,9F51F2BF-91FD-457F-9A09-FE82DFFB99A8,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,6B007324-0D1B-4BCC-82BC-DE8439263BA8,055609A0-3826-4CB0-A83B-7F09FEAA0585,546,368.55128205128204
AHRC,AH/V014668/1,Kingston University,"Sch of Arts, Culture and Communication",Research Grant,Ben-Tal,Oded,NA,NA,NA,NA,NA,NA,"Datasounds, datasets and datasense: Unboxing the hidden layers between musical data, knowledge and creativity",2021-10-01,2023-01-31,31606,NA,NA,Active,Artificial Intelligence,Composition,Music & Acoustic Technology,Musical Performance,Musicology,NA,https://gtr.ukri.org:443/projects?ref=AH/V014668/1,09D38BFD-5498-43EE-ACB2-5F41D789408A,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,6E750E7A-C076-435E-8AB0-484F65D6C7AD,08E9C038-DB22-4F79-B1D8-F8228F8DF0E4,487,64.89938398357289
AHRC,AH/S01179X/1,The Alan Turing Institute,Research,Research Grant,Ahnert,Ruth,NA,NA,NA,NA,NA,NA,Living with Machines,2018-09-01,2023-08-31,8994959,NA,NA,Active,Archives,Artificial Intelligence,Computational Linguistics,Economic & Social History,Information & Knowledge Mgmt,NA,https://gtr.ukri.org:443/projects?ref=AH/S01179X/1,CD05DB1F-27D7-4EBA-B35A-4E0EE8360EDE,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,932BEDE4-B3F0-4A95-B84F-3DC4EEC73F0E,B423BA87-75BA-4E39-8B79-5AB634E58241,1825,4928.7446575342465
AHRC,AH/J005940/1,University of Wolverhampton,Research Inst of Info & Lang Processing,Research Grant,Mitkov,Ruslan,NA,NA,NA,NA,NA,NA,Disambiguation of Verbs by Collocation,2012-10-01,2015-09-30,605585,NA,NA,Closed,Artificial Intelligence,Comput./Corpus Linguistics,Lexicon,Linguistic Theory,Linguistics (General),NA,https://gtr.ukri.org:443/projects?ref=AH/J005940/1,1A5A35EA-D54D-4AA0-A214-3FECFD966A37,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,1A3C4B4D-A492-43D4-BD25-729BD718D1E9,07C483C2-0F8E-4F63-82D5-15205EF83059,1094,553.5511882998172
AHRC,AH/M003086/1,University of Exeter,English,Research Grant,Hall,Jason,NA,NA,NA,NA,NA,NA,"Poetry by Numbers, Then and Now: Metre, Mathematics, Machines and Manufacture",2014-12-31,2016-06-30,64186,NA,NA,Closed,Artificial Intelligence,Classical Reception,English Language & Literature,Fundamentals of Computing,Science and Technology Studies,NA,https://gtr.ukri.org:443/projects?ref=AH/M003086/1,40E8222D-165F-4308-B112-68F7756240F8,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,961756BF-E31F-4A13-836F-0A09BA02385C,2593282C-A4F2-4571-9417-6FD817EFADE0,547,117.3418647166362
AHRC,AH/V009443/1,Loughborough University,Humanities,Research Grant,Jaillant,Lise,NA,http://orcid.org/0000-0002-2680-4571,NA,NA,NA,NA,AEOLIAN (Artificial intelligence for cultural organisations),2021-02-01,2023-01-31,48572,NA,NA,Active,Archives,Artificial Intelligence,Cultural History,English Language & Literature,NA,NA,https://gtr.ukri.org:443/projects?ref=AH/V009443/1,E3B8B43E-65B2-4D22-BDBF-7438435EC0EF,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,CAA9A40D-0226-4A4F-AC0D-D8299E30A1EF,00B480FD-BE7E-4327-9E7B-4553429C0BD8,729,66.62825788751715
AHRC,AH/S002839/1,University of York,Electronics,Research Grant,Murphy,Damian,NA,NA,NA,NA,NA,NA,Creative Media Labs: Innovations in Screen Storytelling in the Age of Interactivity and Immersion,2018-10-08,2023-04-07,5872859,NA,NA,Active,Artificial Intelligence,Human-Computer Interactions,Multimedia,New Media/Web-Based Studies,"Policy, Arts Mgmt & Creat Ind",NA,https://gtr.ukri.org:443/projects?ref=AH/S002839/1,C4C85A62-B372-40D3-8276-978F45DDBE64,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,8319F78A-DCBD-49F6-BE00-78E1CD75CDA9,CB8D8CC3-4C12-41DE-B5E1-C13656BB68BB,1642,3576.6498172959805
AHRC,AH/V002341/1,Loughborough University,Humanities,Research Grant,Jaillant,Lise,NA,http://orcid.org/0000-0002-2680-4571,NA,NA,NA,NA,"AURA (Archives in the UK/ Republic of Ireland &amp; AI): Bringing together Digital Humanists, Computer Scientists &amp; stakeholders to unlock cultural assets",2020-08-01,2021-12-31,24194,NA,NA,Active,Archives,Artificial Intelligence,Cultural History,English Language & Literature,NA,NA,https://gtr.ukri.org:443/projects?ref=AH/V002341/1,A603C73A-BB37-4835-83A4-B8EA8615490D,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,CAA9A40D-0226-4A4F-AC0D-D8299E30A1EF,00B480FD-BE7E-4327-9E7B-4553429C0BD8,517,46.79690522243714
AHRC,AH/T001216/1,Goldsmiths College,Computing Department,Research Grant,Pan,Xueni,NA,NA,NA,NA,NA,NA,"Immersive VR and Interactive Machine learning: a London-Shanghai Collaboration in art, education, &amp; AI",2019-02-14,2019-08-13,25035,NA,NA,Closed,Artificial Intelligence,Computer Graphics & Visual.,Digital Arts HTP,ICT and education,Image & Vision Computing,NA,https://gtr.ukri.org:443/projects?ref=AH/T001216/1,D7756D2C-4536-44C5-8DDB-CD033D430912,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,A9B1866C-EE3E-4D81-A83C-118745E9433E,2976B6DA-D6AE-45CC-8936-9E0DAEB19145,180,139.08333333333334
AHRC,AH/V005154/1,University of Sussex,"Sch of Media, Film and Music",Research Grant,Magnusson,Thor,NA,http://orcid.org/0000-0002-3731-0630,NA,NA,NA,NA,Innovating Sema: Community-building of Live Coding Language Design and Performance with Machine Learning,2021-01-26,2021-09-25,80583,NA,NA,Active,Artificial Intelligence,Human-Computer Interactions,Music & Acoustic Technology,Musical Performance,NA,NA,https://gtr.ukri.org:443/projects?ref=AH/V005154/1,8AAF428C-ECB3-4F32-837E-31BE4376D8CF,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,A8967420-49D3-4509-9912-25FB3EC75B74,7C06497B-9C2E-47DC-9DE6-70FBEFF72614,242,332.9876033057851
AHRC,AH/V009559/1,Lancaster University,History,Research Grant,Murrieta-Flores,Patricia,Alejandra,NA,NA,NA,NA,NA,Unlocking the Colonial Archive: Harnessing Artificial Intelligence for Indigenous and Spanish American Historical Collections,2021-02-14,2024-02-13,202925,NA,NA,Active,Archives,Artificial Intelligence,Image & Vision Computing,Imperial/Colonial History,NA,NA,https://gtr.ukri.org:443/projects?ref=AH/V009559/1,6A918CCA-899A-491B-A5FA-EE6040CB8E6E,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,44160F04-5CBF-4E8E-A6C6-C0EF61A5865C,1C258E93-3185-493A-99A8-03A71EF557CD,1094,185.4890310786106
AHRC,AH/V001655/1,Aberystwyth University,Theatre Film and Television Studies,Research Grant,Woycicki,Piotr,NA,http://orcid.org/0000-0003-2247-3143,NA,NA,NA,NA,"Theatre, A.I. and 'ludic technologies'",2021-02-01,2022-03-31,22038,NA,NA,Active,Artificial Intelligence,Fundamentals of Computing,Multimedia,Performance & Live Art,Theories Of Theatre,NA,https://gtr.ukri.org:443/projects?ref=AH/V001655/1,4E8168FD-F5B3-4DB7-AD51-E4257B7CD076,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,E4757A6E-7326-472B-9979-B47D77A65446,E4F9A775-3D88-4C81-AD89-94FA5B6C9C71,423,52.09929078014184
AHRC,AH/R006482/1,Lancaster University,History,Research Grant,Gregory,Ian,NA,NA,NA,NA,NA,NA,Space and Narrative in the Digital Humanities: A Research Network,2018-02-01,2019-10-31,36093,NA,NA,Closed,Artificial Intelligence,Cartography and GIS,English Language & Literature,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=AH/R006482/1,72795679-4967-4648-B376-E96E5B6F80C5,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,44160F04-5CBF-4E8E-A6C6-C0EF61A5865C,BE061056-8C05-4ED5-AC0E-644E480CBE3A,637,56.66091051805338
AHRC,AH/T011424/1,University of Liverpool,Architecture,Research Grant,Koeck,Richard,NA,NA,NA,NA,NA,NA,Shaun the Sheep: Immersive Experience,2020-02-01,2022-07-31,494196,NA,NA,Active,Artificial Intelligence,Computer Graphics & Visual.,"Film-based media (H, T & P)",Human-Computer Interactions,Multimedia,NA,https://gtr.ukri.org:443/projects?ref=AH/T011424/1,16173E55-664B-4B4D-8FE1-2DDBA52F7E94,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,A0A585E0-6B0D-4643-A3A6-47943B4CBFEF,0AB479E0-2FC0-4242-81B2-BB125A331107,911,542.4763995609221
AHRC,AH/T013001/1,King's College London,Digital Humanities,Research Grant,Bunz,Mercedes,NA,NA,NA,NA,NA,NA,Creative AI: machine learning as a medium in artistic and curatorial practice,2020-02-14,2022-02-13,76696,NA,NA,Active,Artificial Intelligence,Media & Communication Studies,Museum & Gallery Studies,Science and Technology Studies,NA,NA,https://gtr.ukri.org:443/projects?ref=AH/T013001/1,35DE4247-507D-4F4C-BE40-1B6DA589A44A,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,318B5D98-4CB4-4B10-A876-08FC93071A56,D54781C9-4FDE-4A00-BC40-0C280D602D6B,730,105.06301369863014
AHRC,AH/S012893/1,University of Manchester,Arts Languages and Cultures,Research Grant,Gilmore,Abigail,NA,http://orcid.org/0000-0003-0596-6667,NA,NA,NA,NA,Augmented Humanity: Does the Human Enhance the Machine or the Machine Enhance the Human?,2019-01-01,2019-10-29,201620,NA,NA,Closed,Artificial Intelligence,Heritage Management,Human-Computer Interactions,Media & Communication Studies,Vision & Senses - ICT appl.,NA,https://gtr.ukri.org:443/projects?ref=AH/S012893/1,D2069419-4A42-4319-B01E-776B79619513,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,68D0E3C9-9246-4CFC-B5E9-48584CF82993,C0E790E1-8B38-4C00-8CA6-32E2774CC3A1,301,669.8338870431894
AHRC,AH/V009486/1,University of Cambridge,History,Research Grant,Mandelbrote,Scott,NA,NA,NA,NA,NA,NA,Digital approaches to the capture and analysis of watermarks using the manuscripts of Isaac Newton as a test case,2021-02-12,2023-08-11,202667,NA,NA,Active,Archives,Artificial Intelligence,History of Sci./Med./Technol.,Image & Vision Computing,Information & Knowledge Mgmt,NA,https://gtr.ukri.org:443/projects?ref=AH/V009486/1,AB177CB1-D088-479B-BDDC-961B714E2411,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,D1774113-D5D2-4B7C-A412-66A90FE4B96F,05F4054C-2AB3-41E4-9CD7-CFC6396379CE,910,222.710989010989
AHRC,AH/R004706/1,"Queen Mary, University of London",Sch of Electronic Eng & Computer Science,Research Grant,Sturm,Bob,NA,NA,NA,NA,NA,NA,Engaging three user communities with applications and outcomes of computational music creativity,2017-10-16,2018-10-31,70990,NA,NA,Closed,Artificial Intelligence,Composition,Music & Acoustic Technology,Musical Performance,Traditional Music,NA,https://gtr.ukri.org:443/projects?ref=AH/R004706/1,76539480-88B9-4869-BF0A-9EEE41FA484C,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,D5337A10-AC8A-402A-8164-C5F9CC6B0140,F2F2E7CB-2E6B-4611-9DB6-985CD82F7C75,380,186.81578947368422
AHRC,AH/R002657/1,Goldsmiths College,Computing Department,Research Grant,Grierson,Michael,Stuart,NA,NA,NA,NA,NA,MIMIC: Musically Intelligent Machines Interacting Creatively,2018-05-01,2021-04-30,806693,NA,NA,Active,Artificial Intelligence,Music & Acoustic Technology,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=AH/R002657/1,543AB456-C091-48C1-B0EC-02C4FC1AB153,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,A9B1866C-EE3E-4D81-A83C-118745E9433E,D919DC20-F15B-4F10-A061-F8683136AA59,1095,736.7059360730593
AHRC,AH/R013365/1,University of the West of England,Fac of Arts Creative Ind and Education,Research Grant,Spicer,Andrew,Howard,NA,NA,NA,NA,NA,Creative Economy Engagement Fellowships - 3D3 Consortium,2018-01-01,2019-05-22,273453,NA,NA,Closed,Artificial Intelligence,Electronic Devices & Subsys.,"Film-based media (H, T & P)",Materials Processing,New Media/Web-Based Studies,NA,https://gtr.ukri.org:443/projects?ref=AH/R013365/1,28719A85-2572-4679-9F84-2495A68C32B3,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,2A80FFDA-3B8B-43BA-80C3-3AA850B49BA1,9E5A7CE1-3008-4CAF-B194-1B9E3E7DD4FD,506,540.4209486166008
AHRC,AH/P013287/1,Goldsmiths College,Computing Department,Research Grant,Crawford,Tim,NA,NA,NA,NA,NA,NA,Learn to Play: Computational Assessment of Musical Playability for Users' Practice,2017-02-01,2018-10-31,161017,NA,NA,Closed,Artificial Intelligence,Classical Music,Music & Acoustic Technology,Musical Performance,Musicology,NA,https://gtr.ukri.org:443/projects?ref=AH/P013287/1,8CAF3171-3335-4A2F-8C08-7E749CFCBE19,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,A9B1866C-EE3E-4D81-A83C-118745E9433E,3357C2B9-7752-4C37-963C-4EDDAB377816,637,252.7739403453689
AHRC,AH/V015478/1,Durham University,Computer Science,Research Grant,Impett,Leonardo,Laurence,http://orcid.org/0000-0003-1774-5175,NA,NA,NA,NA,Visitor Interaction and Machine Curation in the Virtual Liverpool Biennial,2021-01-01,2021-08-31,77818,NA,NA,Active,Artificial Intelligence,Digital Arts HTP,Human-Computer Interactions,Image & Vision Computing,Museum & Gallery Studies,NA,https://gtr.ukri.org:443/projects?ref=AH/V015478/1,0E1787A6-B3F0-4FAE-A61E-80F1AC46350B,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,46B41008-0EB4-4E28-BBFB-E98366999EC5,2361F05D-8064-409F-A75E-36DC0847B63B,242,321.56198347107437
AHRC,AH/T009144/1,University of Leicester,English,Research Grant,Wood,Claire,NA,NA,NA,NA,NA,NA,The Dickens Code,2021-03-01,2022-02-28,33017,NA,NA,Active,Applied Linguistics,Artificial Intelligence,English Language & Literature,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=AH/T009144/1,5980DE09-A90C-44D1-AB80-52E76154B02B,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,C842A34F-18F7-454D-A259-FED802368496,FAE36E73-87B2-4BCD-AFB7-5BBAA2C1C553,364,90.70604395604396
AHRC,AH/L010062/1,University of Glasgow,School of Critical Studies,Research Grant,Alexander,Marc,Gabriel,http://orcid.org/0000-0002-6337-2632,NA,NA,NA,NA,Semantic Annotation and Mark Up for Enhancing Lexical Searches (SAMUELS),2014-01-01,2015-03-31,406351,NA,NA,Closed,Artificial Intelligence,Computational Linguistics,Corpus Linguistics,Economic & Social History,History & Dev. of English Lang,NA,https://gtr.ukri.org:443/projects?ref=AH/L010062/1,51F7B7BD-573E-4125-A28A-68ACF2A0279A,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,AE58F21F-3622-4382-97BB-1359BD183E9F,C4FAEF29-7009-4835-8712-6E427FAB05C8,454,895.046255506608
AHRC,AH/V009745/1,Nottingham Trent University,School of Science & Technology,Research Grant,Liang,Haida,NA,NA,NA,NA,NA,NA,From Lima to Canton and Beyond: An AI-aided heritage materials research platform for studying globalisation through art,2021-02-12,2024-02-11,203201,NA,NA,Active,Art History,Artificial Intelligence,Conservation Science,Instrumentation Eng. & Dev.,Materials Characterisation,NA,https://gtr.ukri.org:443/projects?ref=AH/V009745/1,674BEA11-F2BF-4048-B697-EF4204AD6FCD,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,1529782F-9068-4364-888E-46E4FC4881F5,DD7853D6-0095-41C3-8AD1-906BE2A67F31,1094,185.74131627056673
AHRC,AH/T013184/1,Nottingham Trent University,School of Science & Technology,Research Grant,Liang,Haida,NA,NA,NA,NA,NA,NA,AI for DIGILAB: A New Concept in Digital Infrastructure for Heritage Materials Research,2020-02-01,2022-01-31,80612,NA,NA,Active,Art History,Artificial Intelligence,Conservation Science,Instrumentation Eng. & Dev.,Materials Characterisation,NA,https://gtr.ukri.org:443/projects?ref=AH/T013184/1,07761DFA-885B-449A-AAFC-DD68DD45A477,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,1529782F-9068-4364-888E-46E4FC4881F5,DD7853D6-0095-41C3-8AD1-906BE2A67F31,730,110.42739726027398
AHRC,AH/S012516/1,Goldsmiths College,Inst for Creative & Cultural Entrep ICCE,Research Grant,Murphy,Oonagh,NA,NA,NA,NA,NA,NA,Museums and Artificial Intelligence Network,2019-02-01,2020-01-31,47937,NA,NA,Closed,Artificial Intelligence,Cultural Studies & Pop Culture,Heritage Management,Museum & Gallery Studies,"Policy, Arts Mgmt & Creat Ind",NA,https://gtr.ukri.org:443/projects?ref=AH/S012516/1,63F56B26-0636-4296-BADC-B965F2C3B5B3,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,A9B1866C-EE3E-4D81-A83C-118745E9433E,32AD6994-D016-4DB2-A9A6-7F4BDCE48E30,364,131.69505494505495
AHRC,AH/T001259/1,"Queen Mary, University of London",Sch of Electronic Eng & Computer Science,Research Grant,Bryan-Kinns,Nicholas,Johnathan,NA,NA,NA,NA,NA,AI for Music in the Creative Industries of China and the UK,2019-02-14,2019-08-13,20970,NA,NA,Closed,Artificial Intelligence,Music & Acoustic Technology,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=AH/T001259/1,326C118D-0ED4-4945-B07B-DE440BABCC18,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,D5337A10-AC8A-402A-8164-C5F9CC6B0140,058B7945-94E9-450F-A970-E88BA39F33D9,180,116.5
AHRC,AH/M002454/1,"City, University of London",Computing,Research Grant,Weyde,Tillman,Erik,NA,NA,NA,NA,NA,An Integrated Audio-Symbolic Model of Music Similarity,2014-09-01,2015-10-31,61570,NA,NA,Closed,Artificial Intelligence,Information & Knowledge Mgmt,Music & Acoustic Technology,Musicology,Traditional Music,NA,https://gtr.ukri.org:443/projects?ref=AH/M002454/1,FA9903DD-FE9A-4DC9-ADA6-AED74CF674B7,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,CD35D908-C2AF-4C14-9BC4-519C775CDB6E,98842265-278F-4528-A476-8AD3E8D988FF,425,144.87058823529412
AHRC,AH/J005894/1,Roehampton University,English and Creative Writing,Research Grant,Groes,Sebastian,NA,NA,NA,NA,NA,NA,The Memory Network,2012-09-01,2014-09-30,35949,NA,NA,Closed,Artificial Intelligence,Biomedical neuroscience,English Language & Literature,Information & Knowledge Mgmt,Psychology,NA,https://gtr.ukri.org:443/projects?ref=AH/J005894/1,B5E8BE52-CFB9-4BDA-9937-D121741E349E,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,0107329B-F086-4C36-8652-5AF6752EC6DC,9F2BC3A7-413D-4F98-AE5F-2891669109CF,759,47.36363636363637
AHRC,AH/J012408/1,University College London,Computer Science,Research Grant,Gold,Nicolas,NA,http://orcid.org/0000-0002-2195-5995,NA,NA,NA,NA,Computer-Human Interactive Performance Symposium (CHIPS),2012-02-14,2012-09-13,17752,NA,NA,Closed,Artificial Intelligence,Human-Computer Interactions,Musical Performance,Popular Music,Software Engineering,NA,https://gtr.ukri.org:443/projects?ref=AH/J012408/1,D24FA4AE-3CE8-4837-9C5D-A376444D0B2E,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,3A5E126D-C175-4730-9B7B-E6D8CF447F83,19C895FA-CA99-466F-A797-F5DE4C80403B,212,83.73584905660377
BBSRC,BB/S020969/1,Manchester Metropolitan University,"Sch of Computing, Maths and Digital Tech",Research Grant,Han,Liangxiu,NA,NA,NA,NA,NA,NA,UK-China Agritech Challenge: CropDoc - Precision Crop Disease Management for Farm Productivity and Food Security,2019-02-14,2022-02-13,449193,NA,NA,Active,Artificial Intelligence,Crop protection,Mobile Computing,Newton,Remote Sensing & Earth Obs.,eScience,https://gtr.ukri.org:443/projects?ref=BB/S020969/1,4B13ADA0-4814-43C3-81A1-545E25EE2DAD,2512EF1C-401B-4222-9869-A770D4C5FAC7,E594FDB4-DD6F-441F-90D6-C423A2916446,B2AD55AC-1C78-4EDB-9DB3-2D6D36719B36,1095,410.2219178082192
BBSRC,BB/T011823/1,King's College London,Randall Div of Cell and Molecular Biophy,Research Grant,Cox,Susan,NA,NA,NA,NA,NA,NA,Mesoscale structural biology using deep learning,2020-08-01,2021-10-31,149413,NA,NA,Active,Artificial Intelligence,Image & Vision Computing,Tools for the biosciences,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=BB/T011823/1,09471111-58E6-4E13-B428-79BF63289339,2512EF1C-401B-4222-9869-A770D4C5FAC7,318B5D98-4CB4-4B10-A876-08FC93071A56,D943E6FE-40B4-4018-9657-00CC2CC22026,456,327.66008771929825
BBSRC,BB/S009043/1,EMBL - European Bioinformatics Institute,Sequence Database Group,Research Grant,Finn,Robert,Daniel,http://orcid.org/0000-0001-8626-2148,NA,NA,NA,NA,EMERALD - Enriching MEtagenomics Results using Artificial intelligence and Literature Data,2019-04-02,2022-04-01,606286,NA,NA,Active,Artificial Intelligence,Environmental Informatics,Environmental biotechnology,Genomics,Information & Knowledge Mgmt,NA,https://gtr.ukri.org:443/projects?ref=BB/S009043/1,FCFEF620-5D64-4255-BA2B-155241488C8A,2512EF1C-401B-4222-9869-A770D4C5FAC7,9A22541F-DA58-481E-8D0C-C4BCF4EA030E,652B1ED5-2FA8-4D4F-B596-6A2AC8713B2A,1095,553.6858447488585
BBSRC,BB/J016373/1,University of Strathclyde,Electronic and Electrical Engineering,Research Grant,Andonovic,Ivan,NA,NA,NA,NA,NA,NA,Sub-acute ruminal acidosis: a multidisciplinary approach to understand and prevent a multifactorial disease,2012-10-01,2016-02-29,233535,NA,NA,Closed,Animal Diseases,Artificial Intelligence,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=BB/J016373/1,4A6355F0-4E39-4ED2-8ACC-4000661B9F71,2512EF1C-401B-4222-9869-A770D4C5FAC7,5BB4F8BF-B4E0-4EAF-9AF5-885E19D64850,B326C6F3-C2C3-4FCB-8430-6A786B43D062,1246,187.42776886035313
BBSRC,BB/S010564/1,University College London,Neuroscience Physiology and Pharmacology,Fellowship,Zylbertal,Asaph,NA,http://orcid.org/0000-0002-9789-2468,NA,NA,NA,NA,Matter of context: Revealing the circuit architecture of internal brain state influence on behaviour,2019-05-01,2022-04-30,304841,NA,NA,Active,Artificial Intelligence,Systems neuroscience,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=BB/S010564/1,B58BF490-CF95-434B-8A00-4BE9003142BE,2512EF1C-401B-4222-9869-A770D4C5FAC7,3A5E126D-C175-4730-9B7B-E6D8CF447F83,BF093476-00E7-4DDF-AD7D-74B081B1AE46,1095,278.3936073059361
BBSRC,BB/M006891/1,University of Manchester,Computer Science,Research Grant,Mendes,Pedro,NA,NA,NA,NA,NA,NA,Enriching Metabolic PATHwaY models with evidence from the literature (EMPATHY),2015-04-25,2019-03-23,593909,NA,NA,Closed,Artificial Intelligence,Biochemistry & physiology,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=BB/M006891/1,2900CE8C-43EE-4135-92ED-996A056286D4,2512EF1C-401B-4222-9869-A770D4C5FAC7,68D0E3C9-9246-4CFC-B5E9-48584CF82993,073E03D7-B407-4785-897B-DF4D39A3CE59,1428,415.9026610644258
BBSRC,BB/P005187/1,King's College London,Analytical & Environmental Sciences,Research Grant,Barron,Leon,NA,NA,NA,NA,NA,NA,iNVERTOX: Rapid intelligent in silico prediction of sub-lethal ecotoxicological effects in invertebrates following pharmaceutical exposure,2017-04-01,2020-03-31,541004,NA,NA,Closed,Analytical Science,Artificial Intelligence,Ecotoxicology,Metabolomics / Metabonomics,Pollution,NA,https://gtr.ukri.org:443/projects?ref=BB/P005187/1,24101E41-4E40-4A42-8906-4413306BEAF2,2512EF1C-401B-4222-9869-A770D4C5FAC7,318B5D98-4CB4-4B10-A876-08FC93071A56,E9BB9C6F-105F-4D46-A9A3-C094D355DF48,1095,494.0675799086758
BBSRC,BB/S009396/1,SRUC,Research,Research Grant,Coffey,Michael,NA,NA,NA,NA,NA,NA,PredictinB statg Tus of dairy cows from mid infra-red spectral data using machine learning,2019-01-07,2021-09-06,244024,NA,NA,Active,Agricultural systems,Animal Diseases,Artificial Intelligence,Livestock production,Technology and method dev,NA,https://gtr.ukri.org:443/projects?ref=BB/S009396/1,849D99B0-F348-4376-9D4D-3E151C17635F,2512EF1C-401B-4222-9869-A770D4C5FAC7,ADA27054-A467-49BE-A71E-358C6062A9E3,76A42594-CDB4-47B0-BBEB-798EC5FBF09D,973,250.79547790339157
BBSRC,BB/V009567/1,"Queen Mary, University of London",Barts Cancer Institute,Research Grant,Sharp,Tyson,Valentine,NA,NA,NA,NA,NA,The Lexicon of miRISC: Deconstructing the functional complexity of the miRNA induced silencing complex,2021-04-01,2024-03-31,527571,NA,NA,Active,Artificial Intelligence,Gene action & regulation,Multiprotein complexes,Proteomics,Transcriptomics,NA,https://gtr.ukri.org:443/projects?ref=BB/V009567/1,A4F633B9-CB46-4786-8786-AACB1B4C57AF,2512EF1C-401B-4222-9869-A770D4C5FAC7,D5337A10-AC8A-402A-8164-C5F9CC6B0140,FB437047-C9E4-48DD-9300-B31692062D07,1095,481.8
BBSRC,BB/R019983/1,Manchester Metropolitan University,"Sch of Computing, Maths and Digital Tech",Research Grant,Han,Liangxiu,NA,NA,NA,NA,NA,NA,EPIC: An automated diagnostic tool for Potato Late Blight disease detection from images,2018-06-01,2019-09-30,64591,NA,NA,Closed,Artificial Intelligence,Bioinformatics,Crop protection,Image & Vision Computing,eScience,NA,https://gtr.ukri.org:443/projects?ref=BB/R019983/1,97D50901-DB00-4810-8A50-4C49AFCA941D,2512EF1C-401B-4222-9869-A770D4C5FAC7,E594FDB4-DD6F-441F-90D6-C423A2916446,B2AD55AC-1C78-4EDB-9DB3-2D6D36719B36,486,132.90329218106996
