FundingOrgName,ProjectReference,LeadROName,Department,ProjectCategory,PISurname,PIFirstName,PIOtherNames,PI ORCID iD,StudentSurname,StudentFirstName,StudentOtherNames,Student ORCID iD,Title,StartDate,EndDate,AwardPounds,ExpenditurePounds,Region,Status,Classifications 1,Classifications 2,Classifications 3,Classifications 4,Classifications 5,Other Classifications,GTRProjectUrl,ProjectId,FundingOrgId,LeadROId,PIId,duration,price
EPSRC,EP/N510129/1,The Alan Turing Institute,Research,Research Grant,Blake,Andrew,NA,NA,NA,NA,NA,NA,The Alan Turing Institute,2015-04-01,2020-09-30,42000000,NA,NA,Closed,Artificial Intelligence,Statistics & Appl. Probability,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/N510129/1,B153B16B-2923-4E40-9831-B31EF203BDE5,798CB33D-C79E-4578-83F2-72606407192C,932BEDE4-B3F0-4A95-B84F-3DC4EEC73F0E,331855D1-AC32-4598-A442-1BCFA5FCE6A8,2009,20905.923344947736
EPSRC,EP/J00636X/1,Imperial College London,Dept of Computing,Research Grant,Cadar,Cristian,NA,NA,NA,NA,NA,NA,"Testing, Verifying, and Generating Software Patches Using Dynamic Symbolic Execution",2012-05-31,2015-07-31,287184,NA,NA,Closed,Artificial Intelligence,Software Engineering,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/J00636X/1,5AC7C926-8437-4DA0-B591-B2C659B90E33,798CB33D-C79E-4578-83F2-72606407192C,46387D84-F71E-4B7D-8C7D-9C288F113510,5AE2FAD2-208D-4909-9F09-F2D642F32A75,1156,248.42906574394465
EPSRC,EP/J001384/1,University of Exeter,Engineering Computer Science and Maths,Research Grant,Ying,Yiming,NA,NA,NA,NA,NA,NA,Towards a New Generation of Matrix Learning Methods in Machine Learning,2012-02-01,2013-06-26,99568,NA,NA,Closed,Artificial Intelligence,NA,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/J001384/1,4AA4C3DC-44B5-458C-9139-9B8982BCAEC6,798CB33D-C79E-4578-83F2-72606407192C,961756BF-E31F-4A13-836F-0A09BA02385C,521E8853-76ED-4A26-99D5-C00018A9E9A3,511,194.84931506849315
EPSRC,EP/P017746/1,University of Cambridge,Engineering,Research Grant,Gasic,Milica,NA,NA,NA,NA,NA,NA,Natural speech Automated Utility for Mental health,2017-04-30,2018-07-29,100723,NA,NA,Closed,Artificial Intelligence,Computational Linguistics,Human Communication in ICT,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/P017746/1,CE548D57-FADD-455B-ADB4-AC4447269F79,798CB33D-C79E-4578-83F2-72606407192C,D1774113-D5D2-4B7C-A412-66A90FE4B96F,A1A95A04-B660-4A40-B834-4A29C5733FC2,455,221.36923076923077
EPSRC,EP/V047612/1,Heriot-Watt University,Sch of Engineering and Physical Science,Research Grant,Chen,Yuhang,NA,NA,NA,NA,NA,NA,''Mechanically-intelligent'' Intra-operative Tissue Assessment for Robot-Assisted Surgery (MIRAS),2021-09-01,2024-08-31,1245292,NA,NA,Active,Artificial Intelligence,NA,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/V047612/1,F1BC92FA-8735-4170-91A7-A2E1A1BB0C69,798CB33D-C79E-4578-83F2-72606407192C,E5A82D2C-5AD4-488A-ACFF-566345A5D6DA,A8D422B6-11BE-4782-9779-A0218271369D,1095,1137.2529680365296
EPSRC,EP/V023756/1,University of Cambridge,Engineering,Fellowship,Hernandez Lobato,Jose Miguel,NA,http://orcid.org/0000-0001-7610-949X,NA,NA,NA,NA,Turing AI Fellowship: Machine Learning for Molecular Design,2021-01-01,2025-12-31,1289790,NA,NA,Active,Artificial Intelligence,Biological & Medicinal Chem.,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/V023756/1,965DA82F-A7AA-44BE-BE80-A6EC515817C5,798CB33D-C79E-4578-83F2-72606407192C,D1774113-D5D2-4B7C-A412-66A90FE4B96F,E7D56122-4C2C-476D-8BD5-82D55A941F38,1825,706.7342465753425
EPSRC,EP/R045178/1,University of Glasgow,School of Computing Science,Research Grant,Chalmers,Matthew,NA,NA,NA,NA,NA,NA,"Human Data Interaction: Legibility, Agency, Negotiability",2018-09-10,2022-03-09,1040836,NA,NA,Active,Artificial Intelligence,Human-Computer Interactions,Information & Knowledge Mgmt,Mobile Computing,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/R045178/1,00120800-7CB7-4724-9D49-C92F0E28203C,798CB33D-C79E-4578-83F2-72606407192C,AE58F21F-3622-4382-97BB-1359BD183E9F,AC6B38A2-B554-4937-AC89-9598D85F7E89,1276,815.7021943573668
EPSRC,EP/I00520X/1,Imperial College London,Dept of Computing,Fellowship,Lomuscio,Alessio,R,NA,NA,NA,NA,NA,Trusted Autonomous Systems,2010-10-01,2016-09-30,1066423,NA,NA,Closed,Artificial Intelligence,Fundamentals of Computing,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/I00520X/1,71AA7ECE-2B67-437F-8824-DC5449215469,798CB33D-C79E-4578-83F2-72606407192C,46387D84-F71E-4B7D-8C7D-9C288F113510,C65B4684-515D-468E-9F0F-C9A3F8CD7480,2191,486.7288909173893
EPSRC,EP/J007439/1,University of Exeter,Engineering Computer Science and Maths,Research Grant,Keedwell,Edward,NA,NA,NA,NA,NA,NA,Ant Colony Optimisation for the Discovery of Gene-Gene Interactions in Genome-Wide Association Studies,2012-03-12,2013-09-11,99212,NA,NA,Closed,Artificial Intelligence,Bioinformatics,New & Emerging Comp. Paradigms,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/J007439/1,99070BE9-E048-4547-AB95-8E92BA6A1BCC,798CB33D-C79E-4578-83F2-72606407192C,961756BF-E31F-4A13-836F-0A09BA02385C,F09B29A5-ECE3-4E7A-9BB0-EE92A044E93F,548,181.04379562043795
EPSRC,EP/P023991/1,University College London,Computer Science,Fellowship,Petke,Justyna,NA,NA,NA,NA,NA,NA,Automated Software Specialisation Using Genetic Improvement,2017-10-01,2023-03-31,891504,NA,NA,Active,Artificial Intelligence,Software Engineering,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/P023991/1,6CC9A2B4-BFF8-4CE2-91A1-E7526252B1CD,798CB33D-C79E-4578-83F2-72606407192C,3A5E126D-C175-4730-9B7B-E6D8CF447F83,422C88E0-F97A-402F-9729-DB4424AD3A60,2007,444.19730941704034
EPSRC,EP/S01540X/1,University of Leeds,Sch of Computing,Research Grant,Hogg,David,NA,http://orcid.org/0000-0002-6125-9564,NA,NA,NA,NA,Analysing the Motion of Biological Swimmers,2018-11-01,2020-04-30,246811,NA,NA,Closed,Artificial Intelligence,Biophysics,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/S01540X/1,FB8B9B50-1DC9-4621-A9F8-D90232484E82,798CB33D-C79E-4578-83F2-72606407192C,83D87776-5958-42AE-889D-B8AECF16B468,DE0CEBB6-9C5F-4FEC-8714-B13526DCB21B,546,452.03479853479854
EPSRC,EP/J011894/1,University of Southampton,Faculty of Engineering & the Environment,Research Grant,Veres,Sandor,Mihaly,NA,NA,NA,NA,NA,"DISTRIBUTED SENSING, CONTROL AND DECISION MAKING IN MULTIAGENT AUTONOMOUS SYSTEMS",2012-06-01,2012-10-24,1335147,NA,NA,Closed,Artificial Intelligence,Fundamentals of Computing,Robotics & Autonomy,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/J011894/1,F075B38D-58D2-47FF-BC69-E275F6DB64B6,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,EC3EA414-946F-47B4-8129-DE76D17463A5,145,9207.910344827586
EPSRC,EP/P011918/1,University of Nottingham,School of Computer Science,Research Grant,Wagner,Christian,NA,NA,NA,NA,NA,NA,Leveraging the Multi-Stakeholder Nature of Cyber Security,2017-04-01,2021-09-30,770473,NA,NA,Active,Artificial Intelligence,NA,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/P011918/1,269B0EE0-534E-43FF-8F50-E3EBD007BFE6,798CB33D-C79E-4578-83F2-72606407192C,936D002F-A8D1-4A93-AE5D-825ED0903D8D,AFE9A5F7-B3F5-48AA-899A-E7CD5FE4A1BF,1643,468.94278758368836
EPSRC,EP/F018894/1,Loughborough University,Civil and Building Engineering,Research Grant,Quddus,Mohammed,NA,NA,NA,NA,NA,NA,Real-time Intelligent Map-matching Algorithms for Advanced Transport Telematics Systems (RiMATTS),2008-07-24,2011-07-23,265028,NA,NA,Closed,Artificial Intelligence,Information & Knowledge Mgmt,Transport Ops & Management,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/F018894/1,F88890C5-25C5-491B-B7CA-D1CA6E552B82,798CB33D-C79E-4578-83F2-72606407192C,CAA9A40D-0226-4A4F-AC0D-D8299E30A1EF,50E25191-ABEE-49DC-ACD3-381D0598D5E6,1094,242.25594149908594
EPSRC,EP/H042695/1,Heriot-Watt University,S of Mathematical and Computer Sciences,Research Grant,Aylett,Ruth,NA,http://orcid.org/0000-0002-8606-5571,NA,NA,NA,NA,Designing Effective Research Spaces Sandpit: SPIRES- Supporting People Investigating Research Environments and Spaces,2010-08-01,2014-01-31,153375,NA,NA,Closed,Artificial Intelligence,Cognitive Science Appl. in ICT,Human-Computer Interactions,Media & Communication Studies,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/H042695/1,6E8389DB-1DDC-4671-9538-C40DC4036C53,798CB33D-C79E-4578-83F2-72606407192C,E5A82D2C-5AD4-488A-ACFF-566345A5D6DA,E8BF8ED4-344F-4317-8331-A037630C037C,1279,119.91790461297889
EPSRC,EP/N019261/1,University of Glasgow,"College of Medical, Veterinary &Life Sci",Research Grant,Schyns,Philippe,Georges,NA,NA,NA,NA,NA,Visual Commensence for Scene Understanding,2016-02-29,2022-02-28,735808,NA,NA,Active,Artificial Intelligence,Cognitive Psychology,Image & Vision Computing,Vision & Senses - ICT appl.,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/N019261/1,B7CB4B4B-BFB7-4FA5-938E-C14F2EAFE64F,798CB33D-C79E-4578-83F2-72606407192C,AE58F21F-3622-4382-97BB-1359BD183E9F,BA1958FA-5D03-43A8-8CB2-469390168B8A,2191,335.8320401643085
EPSRC,EP/M004252/1,University of Sheffield,Computer Science,Fellowship,Oliveto,Pietro,Simone,NA,NA,NA,NA,NA,Rigorous Runtime Analysis of Bio-Inspired Computing,2015-03-31,2020-09-30,1266591,NA,NA,Closed,Artificial Intelligence,Fundamentals of Computing,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/M004252/1,8796CF17-3376-45C5-BC0D-CFF9661B9D6B,798CB33D-C79E-4578-83F2-72606407192C,03D8AFBB-3EA5-4885-B036-BD4F9F4F9849,D6EA0F83-9D63-4532-82CC-CFBE42918238,2010,630.144776119403
EPSRC,EP/E011969/1,University of Bristol,Engineering Mathematics,Research Grant,Lawry,Jonathan,NA,NA,NA,NA,NA,NA,Workshop on Soft Methods in Probability and Statistics,2006-09-01,2006-11-30,7247,NA,NA,Closed,Artificial Intelligence,Statistics & Appl. Probability,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/E011969/1,C9FCDECD-8B15-4868-B310-EF802E7946CF,798CB33D-C79E-4578-83F2-72606407192C,4A348A76-B2D0-4DDD-804A-CE735A6D3798,4B64FABD-95B3-4D3E-8287-5981EEE397FC,90,80.52222222222223
EPSRC,EP/P006272/1,Imperial College London,Dept of Computing,Research Grant,Muggleton,Stephen,NA,NA,NA,NA,NA,NA,Human-Like Computing Machine Intelligence Workshop,2016-05-23,2017-02-22,33751,NA,NA,Closed,Artificial Intelligence,Human-Computer Interactions,New & Emerging Comp. Paradigms,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/P006272/1,946A43B0-35C9-4F36-ADAE-EF8D6A15376C,798CB33D-C79E-4578-83F2-72606407192C,46387D84-F71E-4B7D-8C7D-9C288F113510,F3076C3A-CB09-4BAC-A073-0673E16C2939,275,122.7309090909091
EPSRC,EP/V026259/1,University of Bath,Mathematical Sciences,Research Grant,Budd,Chris,NA,NA,NA,NA,NA,NA,The Mathematics of Deep Learning,2021-09-01,2026-08-31,3357501,NA,NA,Active,Artificial Intelligence,Non-linear Systems Mathematics,Numerical Analysis,Statistics & Appl. Probability,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/V026259/1,BD50D818-E6E5-4AFC-B8DD-EA6D5C4A1B10,798CB33D-C79E-4578-83F2-72606407192C,EAAD4D43-BD15-432B-9385-2DBD0C65958D,AB0B9794-EF58-4572-9C92-BCD02C35C0DC,1825,1839.7265753424658
EPSRC,EP/V026763/1,Lancaster University,Computing & Communications,Research Grant,Suri,Neeraj,NA,NA,NA,NA,NA,NA,UKRI Trustworthy Autonomous Systems Node in Security,2020-11-01,2024-04-30,3011795,NA,NA,Active,Artificial Intelligence,Human-Computer Interactions,Networks & Distributed Systems,Software Engineering,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/V026763/1,E5F14D8A-F3AB-4AE0-87E0-F1A6BED1C338,798CB33D-C79E-4578-83F2-72606407192C,44160F04-5CBF-4E8E-A6C6-C0EF61A5865C,D6CE15BC-E76F-4B49-86DF-1ECB674A0851,1276,2360.340909090909
EPSRC,EP/V034111/1,University of Essex,Computer Sci and Electronic Engineering,Research Grant,Zhai,Xiaojun,NA,http://orcid.org/0000-0002-1030-8311,NA,NA,NA,NA,EDGE - Adaptive Deep Learning Hardware for Embedded Platforms,2021-04-01,2023-03-31,232165,NA,NA,Active,Artificial Intelligence,Fundamentals of Computing,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/V034111/1,AC95BC11-A984-4E51-A277-FCDB3AFBE03D,798CB33D-C79E-4578-83F2-72606407192C,ED6A6B32-663C-4A62-A33B-2C6A68E2E102,83E30F87-0D0C-4A5E-BCE1-E204BBD80E54,729,318.4705075445816
EPSRC,EP/J012149/1,Queen's University of Belfast,Electronics Electrical Eng and Comp Sci,Research Grant,Liu,Weiru,NA,NA,NA,NA,NA,NA,Providing Autonomous Capabilities for Evolving SCADA (PACES),2012-10-01,2016-03-31,623033,NA,NA,Closed,Artificial Intelligence,Fundamentals of Computing,Robotics & Autonomy,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/J012149/1,6E350B12-553C-44BC-B3BB-E12666A8A275,798CB33D-C79E-4578-83F2-72606407192C,EC23DA53-CA73-4104-A3F6-2A9523484E69,F66512A0-05B4-4529-8FC0-BEE198D07BCC,1277,487.88801879404855
EPSRC,EP/R033382/1,Cranfield University,Cranfield Defence and Security,Research Grant,Hodges,Duncan,David,http://orcid.org/0000-0002-0660-8776,NA,NA,NA,NA,People Powered Algorithms for Desirable Social Outcomes,2018-08-01,2022-03-01,906693,NA,NA,Active,Artificial Intelligence,Information & Knowledge Mgmt,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/R033382/1,CCBC7787-6D91-4987-AAE9-E9D3217DF7DA,798CB33D-C79E-4578-83F2-72606407192C,F45A4578-F962-4EFA-9CC1-9F2FF4F760AE,79CF273A-53B4-41E0-9742-FF486BFB3066,1308,693.190366972477
EPSRC,EP/J017787/1,Imperial College London,Dept of Computing,Research Grant,Pantic,Maja,NA,NA,NA,NA,NA,NA,Analysis of Facial Behaviour for Security in 4D (4D-FAB),2013-03-01,2017-02-28,1082116,NA,NA,Closed,Artificial Intelligence,Image & Vision Computing,Vision & Senses - ICT appl.,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/J017787/1,ECFFF4E5-BCF8-4AAA-9879-F6A43A949725,798CB33D-C79E-4578-83F2-72606407192C,46387D84-F71E-4B7D-8C7D-9C288F113510,562FAE6C-A85A-45A8-B90C-4F2F79902BAC,1460,741.1753424657534
EPSRC,EP/E019781/1,University of Nottingham,School of Computer Science,Research Grant,Landa-Silva,Dario,NA,http://orcid.org/0000-0002-9499-6827,NA,NA,NA,NA,Towards More Effective Multi-objective Meta-Heuristics to Solve Complex Combinatorial Problems,2007-06-01,2010-05-31,204876,NA,NA,Closed,Artificial Intelligence,NA,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/E019781/1,62969657-72D7-4E65-8C12-EBAB83E84864,798CB33D-C79E-4578-83F2-72606407192C,936D002F-A8D1-4A93-AE5D-825ED0903D8D,9F5EC79F-6E0D-4BA7-AE51-244CF31A5727,1095,187.1013698630137
EPSRC,EP/K014293/1,University of Birmingham,School of Computer Science,Research Grant,Hawes,Nick,NA,http://orcid.org/0000-0002-7556-6098,NA,NA,NA,NA,Learning the structure and dynamics of human environments to support intelligent mobile robot behaviour,2013-04-29,2014-04-28,94315,NA,NA,Closed,Artificial Intelligence,Robotics & Autonomy,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/K014293/1,668FD25F-C9E2-477C-82AD-FD3C73B26F36,798CB33D-C79E-4578-83F2-72606407192C,818CD6C9-61EE-41F2-9F37-0C7A8F43E25D,ABA3AE56-6367-4175-B0FF-CDA79DEF6184,364,259.10714285714283
EPSRC,EP/F002998/1,"Royal Holloway, University of London",Computer Science,Research Grant,Vovk,Vladimir,NA,NA,NA,NA,NA,NA,Practical competitive prediction,2007-11-14,2010-12-13,406854,NA,NA,Closed,Artificial Intelligence,Fundamentals of Computing,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/F002998/1,BE603752-C3E5-4EC0-AF2A-F917CC8F8AC7,798CB33D-C79E-4578-83F2-72606407192C,7A0397DD-E0C6-4EA3-8031-B841D2503C4D,A0057880-03F1-40EE-9BB5-E0EFA7E2D0A7,1125,361.648
EPSRC,EP/N008294/1,University College London,Computer Science,Research Grant,Hunter,Anthony,NA,NA,NA,NA,NA,NA,Framework for Computational Persuasion,2016-03-01,2019-02-28,556693,NA,NA,Closed,Artificial Intelligence,Fundamentals of Computing,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/N008294/1,4617A6F3-97AF-4091-A34F-F2B368865BBD,798CB33D-C79E-4578-83F2-72606407192C,3A5E126D-C175-4730-9B7B-E6D8CF447F83,B6B6F6F8-2492-4C78-B98C-71372DA3ABC3,1094,508.8601462522852
EPSRC,EP/V056441/1,University of Cambridge,Engineering,Research Grant,Brilakis,Ioannis,NA,http://orcid.org/0000-0003-1829-2083,NA,NA,NA,NA,Digital Roads,2021-10-01,2026-09-30,2780338,NA,NA,Active,Artificial Intelligence,Ground Engineering,Instrumentation Eng. & Dev.,Mobile Computing,Robotics & Autonomy,NA,https://gtr.ukri.org:443/projects?ref=EP/V056441/1,6F9D0D31-43E0-43BF-9AC2-02B694F91057,798CB33D-C79E-4578-83F2-72606407192C,D1774113-D5D2-4B7C-A412-66A90FE4B96F,9397D048-26CF-4FF2-80B2-9EB0B772751C,1825,1523.4728767123288
EPSRC,EP/N508664/1,Queen's University of Belfast,Electronics Electrical Eng and Comp Sci,Research Grant,McCanny,John,Vincent,NA,NA,NA,NA,NA,CSIT 2,2015-04-01,2022-07-31,5532504,NA,NA,Active,Artificial Intelligence,Control Engineering,Electronic Devices & Subsys.,Fundamentals of Computing,Information & Knowledge Mgmt,"Mobile Computing,Networks & Distributed Systems,RF & Microwave Technology",https://gtr.ukri.org:443/projects?ref=EP/N508664/1,E3D9699E-BC50-48C8-A31B-003871DD668A,798CB33D-C79E-4578-83F2-72606407192C,EC23DA53-CA73-4104-A3F6-2A9523484E69,F05D1A0D-8915-416E-A0EC-E52C826BE888,2678,2065.9088872292755
EPSRC,EP/J018805/1,University of Aberdeen,Computing Science,Research Grant,Siddharthan,Advaith,NA,NA,NA,NA,NA,NA,Lexico-syntactic text simplification for improving information access,2013-02-28,2014-08-31,97364,NA,NA,Closed,Artificial Intelligence,Comput./Corpus Linguistics,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/J018805/1,B22052CD-8E9F-48E8-8FC0-0A5251840A79,798CB33D-C79E-4578-83F2-72606407192C,F7E13617-2678-475B-99E4-31479C92038D,5467922C-2BCD-4E7B-8B10-6CB58F1D9C9D,549,177.3479052823315
EPSRC,EP/E063322/1,University of Edinburgh,Sch of Engineering,Research Grant,Murray,Alan,NA,NA,NA,NA,NA,NA,Neuromorphic Sensorimotor Integration for Legged Locomotion (NSILL),2007-10-01,2011-06-30,856351,NA,NA,Closed,Artificial Intelligence,Biomedical neuroscience,Image & Vision Computing,New & Emerging Comp. Paradigms,System on Chip,VLSI Design,https://gtr.ukri.org:443/projects?ref=EP/E063322/1,AF98B59A-A54A-4973-9992-1CA54F060FCF,798CB33D-C79E-4578-83F2-72606407192C,2DB7ED73-8E89-457A-A395-FAC12F929C1A,3DEBA010-3ED5-45C2-B658-6FD44DFBA777,1368,625.9875730994152
EPSRC,EP/S011609/1,University of Teesside,"Sch of Computing, Eng & Digital Tech",Research Grant,Zeng,Yifeng,NA,NA,NA,NA,NA,NA,Automation and Contemplation for Model Adaptation in Multiagent Interactions,2019-04-01,2021-03-31,201327,NA,NA,Active,Artificial Intelligence,NA,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/S011609/1,72C58ECE-ABAC-4A62-BCAA-2231E29F0261,798CB33D-C79E-4578-83F2-72606407192C,B5FF76C6-FFAD-4E1F-9279-7452750B94B7,41B68E8B-31B1-4BD8-9E90-6B33FB244245,730,275.7904109589041
EPSRC,EP/S032843/1,Loughborough University,Physics,Research Grant,Saveliev,Sergey,NA,NA,NA,NA,NA,NA,Neuromorphic memristive circuits to simulate inhibitory and excitatory dynamics of neuron networks: from physiological similarities to deep learning,2020-01-06,2023-01-05,965567,NA,NA,Active,Artificial Intelligence,Electronic Devices & Subsys.,Image & Vision Computing,Materials Characterisation,Materials Synthesis & Growth,NA,https://gtr.ukri.org:443/projects?ref=EP/S032843/1,25A77D8D-6732-41BA-8004-1F44C85ED81F,798CB33D-C79E-4578-83F2-72606407192C,CAA9A40D-0226-4A4F-AC0D-D8299E30A1EF,E5CF7714-C05F-482E-879B-A41910E10855,1095,881.7963470319635
EPSRC,EP/F035152/1,University of Kent,Sch of Computing,Research Grant,Chu,Dominique,NA,NA,NA,NA,NA,NA,Evolution of group properties via individual level selection,2007-11-01,2008-10-31,14550,NA,NA,Closed,Artificial Intelligence,New & Emerging Comp. Paradigms,Population Ecology,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/F035152/1,EDAC4B5C-50B3-45CC-9811-0C939EA08C48,798CB33D-C79E-4578-83F2-72606407192C,C6D0044A-2CD2-4167-B90B-922AF53E361F,041E0AA5-A990-46E4-B079-32CB0BD1B7B8,365,39.863013698630134
EPSRC,EP/D080282/1,University of Liverpool,Computer Science,Research Grant,van der Hoek,Wiebe,NA,NA,NA,NA,NA,NA,Tenth European Conference on Logics in Artificial Intelligence,2006-09-15,2006-10-14,7488,NA,NA,Closed,Artificial Intelligence,Fundamentals of Computing,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/D080282/1,E0A37EFD-7AB5-4DDB-8779-35077F83758C,798CB33D-C79E-4578-83F2-72606407192C,A0A585E0-6B0D-4643-A3A6-47943B4CBFEF,747E1D8A-5DEB-43F7-AC5B-8D3B0A29EBFC,29,258.2068965517241
EPSRC,EP/D062012/1,King's College London,Computer Science,Research Grant,Steinhofel,Kathleen,NA,NA,NA,NA,NA,NA,Stochastic Local Search Algorithms for Structural Proteomics,2006-10-01,2009-09-30,223737,NA,NA,Closed,Artificial Intelligence,Chemical Biology,Genomics,Mathematical Aspects of OR,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/D062012/1,BEDD23E3-C742-4454-99EE-23B1B00ED03A,798CB33D-C79E-4578-83F2-72606407192C,318B5D98-4CB4-4B10-A876-08FC93071A56,02ED44B4-5851-4CDF-8796-413770E0487B,1095,204.32602739726028
EPSRC,EP/S025669/1,Imperial College London,Dept of Computing,Research Grant,Yang,Guang-Zhong,NA,NA,NA,NA,NA,NA,Robotics &amp; Autonomous Systems: EPSRC UK-RAS Network,2019-04-01,2022-03-31,871054,NA,NA,Active,Artificial Intelligence,Robotics & Autonomy,Software Engineering,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/S025669/1,0DD481E0-B734-4686-9663-28DEA098BB3B,798CB33D-C79E-4578-83F2-72606407192C,46387D84-F71E-4B7D-8C7D-9C288F113510,6EB766C7-CF7E-47FD-8F42-2F6211709069,1095,795.4831050228311
EPSRC,EP/H024786/1,University of Bristol,Engineering Mathematics,Research Grant,Champneys,Alan,NA,NA,NA,NA,NA,NA,University of Bristol Bridging the Gaps Cross-Disciplinary Feasibility Account,2009-10-01,2011-03-31,201719,NA,NA,Closed,Artificial Intelligence,Civil Engineering Materials,Mathematical Analysis,Multimedia,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/H024786/1,9CDC7D38-14F4-4268-AABA-464207E32A5F,798CB33D-C79E-4578-83F2-72606407192C,4A348A76-B2D0-4DDD-804A-CE735A6D3798,628F9B75-B0C8-443B-8A66-4D7C48C0535E,546,369.44871794871796
EPSRC,EP/F036752/1,University of Warwick,Statistics,Research Grant,Smith,James,Q,NA,NA,NA,NA,NA,Chain Event Graphs - Semantics and Inference,2008-04-01,2011-03-31,242875,NA,NA,Closed,Artificial Intelligence,Statistics & Appl. Probability,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/F036752/1,837B5C98-1AA7-44F6-852C-3385B3C3908A,798CB33D-C79E-4578-83F2-72606407192C,B6FB652A-60C3-48DD-9A33-075D1F759B48,B10CED9A-7A8E-4EBB-9543-B60EE776262F,1094,222.00639853747714
EPSRC,EP/V050869/1,University of Oxford,Computer Science,Research Grant,Horrocks,Ian,NA,NA,NA,NA,NA,NA,ConCur: Knowledge Base Construction and Curation,2021-06-01,2024-05-31,1131072,NA,NA,Active,Artificial Intelligence,Information & Knowledge Mgmt,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/V050869/1,38D8A0E8-4595-429B-8BEE-3E3417A0F30A,798CB33D-C79E-4578-83F2-72606407192C,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,0691CF8B-41DC-4885-8525-A7C3A2EC64C6,1095,1032.9424657534246
EPSRC,EP/W001381/1,The Alan Turing Institute,Research,Research Grant,Smith,Adrian,NA,NA,NA,NA,NA,NA,The Alan Turing Institute 20/21 - 21/22,2020-04-01,2022-03-31,6000000,NA,NA,Active,Artificial Intelligence,NA,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/W001381/1,1D6EC946-0398-4426-90D0-3C35D12854E1,798CB33D-C79E-4578-83F2-72606407192C,932BEDE4-B3F0-4A95-B84F-3DC4EEC73F0E,CB11C174-F974-4688-80A3-3102FE5F724C,729,8230.45267489712
EPSRC,EP/I011587/1,University of Southampton,Electronics and Computer Science,Research Grant,Jennings,Nick,NA,NA,NA,NA,NA,NA,HUMAN-AGENT COLLECTIVES: FROM FOUNDATIONS TO APPLICATIONS [ORCHID],2011-01-01,2016-06-30,5537002,NA,NA,Closed,Artificial Intelligence,Human-Computer Interactions,Information & Knowledge Mgmt,Robotics & Autonomy,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/I011587/1,E200D524-27CD-4675-B743-4B1DF537E1C6,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,6BFA4E79-9131-41F4-8BB5-0F2969B17516,2007,2758.845042351769
